feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
-1.7254846716697436,-1.451263837538811,-0.3203004783693308,0.6102166880552727,-0.01993975657982201,1.27478125604885,-1.7034722690823458,0.7790306988840835,-1.1949820625810148,-1.0020020040060122,0.9588460755226071,-0.9801960588196068,-0.5121437504422375,0.1663454615310315,0.8222035435834005,-0.6760390213005435,-2.880371864543313,-1.4549501011321022,-0.7285416513011167,-1.2295881023280824,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0.21152989709053546,-1.5104053348129138,-1.256310967867698,-0.47703292494529503,-0.785968787279453,0.44435105096259764,-0.9137309651891053,0.33409350721590914,-0.007701493292782884,-1.0020020040060122,0.9588460755226071,1.020204061220407,-0.5802691107635567,-1.278880094776801,0.23887360844085906,-0.5107869579106419,-1.6880366527476258,-1.4334050848128017,1.192675335525383,0.7137198762108379,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-1.1511238091441869,-1.3694514329763017,1.436163650072051,0.8863435738966869,-0.2638980466115514,1.2486060284355571,-1.301133832216819,-0.025327762367383717,-0.0936379916412646,0.9980019960059882,-1.042920261685341,1.020204061220407,0.5097366543775509,1.6115710178388643,1.405533478725942,0.5107712521360225,0.4581667284846111,-1.367387814043702,-0.025327427940425175,1.425019963733067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.16285106998077892,0.09824339104268702,1.5979432408495453,1.6758938880994803,1.1643034856027743,-0.9150720605664991,1.7130854287551165,-0.1011108620339807,-0.7076316574731787,-1.0020020040060122,0.9588460755226071,1.020204061220407,0.5324451078179907,-0.9898349835152346,0.23887360844085906,0.8945384406695938,0.4581667284846111,0.04758563737974738,1.3811010187809596,0.0024197886886084957,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-1.130195680550138,0.12584275643726817,0.22281671924083288,0.7267077180196194,-0.5824378710244101,0.8526001655118636,-1.1962160638499608,0.9525279055606799,0.5995077121431984,-1.0020020040060122,-1.042920261685341,1.020204061220407,-0.9436043658105925,0.1663454615310315,-1.5111161969867652,-0.8010023584920803,-0.01876735623366369,-0.1933283351187178,-0.7285416513011167,-1.2295881023280824,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
0.3231465829254616,-1.5389903918287304,1.4708307052386564,-0.7143294674652605,1.3274070280811305,-1.6652878584507242,-0.6223951584762125,0.2592108008126778,-0.9744870997132002,-1.0020020040060122,-1.042920261685341,-0.9801960588196068,1.032031083507665,0.45539057279259804,0.23887360844085906,1.9167795104823317,-0.49570144095193847,-1.4583882842179166,-1.2433301914062322,-0.7088802988336216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-0.8651060516921887,-0.220135002616234,1.228161319072414,1.3781945893017054,1.2047308593794612,-0.4882469780336058,-1.2329096243156985,-1.6694315693162387,0.5045252666001399,0.9980019960059882,0.9588460755226071,1.020204061220407,1.5316170591973393,-0.9898349835152346,0.23887360844085906,0.7081177245314012,0.9351008132028864,-0.40531102220575965,1.3811010187809596,0.0024197886886084957,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1.5579061699743308,-1.3014387111110834,0.14192692385208575,-0.0067543224966367405,-0.450003370721471,1.1683916212335295,1.384687282074318,-1.5477998730008078,-1.2786570741308518,-1.0020020040060122,-1.042920261685341,-0.9801960588196068,-0.39860148324003875,-0.41174476099210155,1.405533478725942,-0.39470079767806576,-0.9726355256702133,-1.1424262753317471,0.6778867954202673,-1.2295881023280821,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-0.3535295749487777,-0.6794672981117671,-0.539858494424504,0.8777146087141422,-1.3582252333253104,0.9529385380294872,0.6950696130197488,0.1419524432050224,-1.1282682020210095,0.9980019960059882,0.9588460755226071,-0.9801960588196068,-1.0117297261319118,-0.9898349835152346,-1.5111161969867652,-2.3087567219834124,-0.01876735623366369,-0.7039853805730641,1.3811010187809596,0.0024197886886084957,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
-1.2232095854125762,1.3136011600255029,-0.38963458870254275,0.6706194443330818,-0.22556174389227981,0.32965852136671625,-0.859151598868209,-1.1421941457894886,-0.7901759256236938,-1.0020020040060122,-1.042920261685341,-0.9801960588196068,-1.3069396208576285,-0.9898349835152346,0.8222035435834005,-0.9676201414141289,-1.6880366527476258,0.6963313422806809,1.3811010187809596,0.0024197886886084957,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
